name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
Hewing Hotel,Hotel,"300 N Washington Ave, Minneapolis, MN 55401",https://hewinghotel.com,124,,,,n/a,n/a,0.65,,0.45,365,1.0,independent,,Aparium Hotel Group,Aparium,,,651-468-0400,North Loop historic warehouse 1897; rooftop sauna and bar; boutique lifestyle,124 rooms est from room categories on hewinghotel.com; Aparium management confirmed
Embassy Suites Minneapolis Downtown,Hotel,"425 S 7th St, Minneapolis, MN 55415",https://www.hilton.com/en/hotels/mspeses-embassy-suites-minneapolis-downtown/,218,,,,n/a,35,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,Sonesta International,,,612-333-3111,downtown near MCC; suite-format extended stay profile; valet confirmed TripAdvisor,218 rooms est; valet confirmed TripAdvisor reviews; select-service default
Hyatt Centric Downtown Minneapolis,Hotel,"81 S 9th St, Minneapolis, MN 55402",https://www.hyatt.com/hyatt-centric/en-US/mspct-hyatt-centric-downtown-minneapolis/,154,,,,n/a,n/a,0.65,,0.40,365,1.0,,,Hyatt Hotels Corp,Hyatt,,,612-596-5500,downtown boutique in historic 1920s building; no published parking rate,154 rooms Expedia/Travelocity listing; Hyatt Centric brand
The Marquette Hotel - Curio Collection by Hilton,Hotel,"710 Marquette Ave, Minneapolis, MN 55402",https://www.hilton.com/en/hotels/mspqhqq-the-marquette-hotel-curio-collection-by-hilton/,281,,,,n/a,35,0.60,,0.40,365,1.0,sp_plus,,Hilton Hotels & Resorts,Marcus Hotels & Resorts,,,612-333-4545,downtown IDS Center connected; skyway; SP+ valet confirmed via job posting,281 rooms est; SP+ valet per iCIMS job listing location code 83882 Marquette Hotel
Royal Sonesta Minneapolis Downtown,Hotel,"35 S 7th St, Minneapolis, MN 55402",https://www.sonesta.com/royal-sonesta/mn/minneapolis/royal-sonesta-minneapolis-downtown,360,,,,n/a,n/a,0.60,,0.40,365,1.0,,,Sonesta International Hotels,Sonesta,,,612-339-4900,downtown; 30k sq ft meeting space; near MCC and Target Center,360 rooms from Sonesta website meeting section; Sonesta-managed
Emery Autograph Collection,Hotel,"215 S 4th St, Minneapolis, MN 55401",https://www.marriott.com/en-us/hotels/mspak-emery-autograph-collection/overview/,156,,,,n/a,n/a,0.65,,0.40,365,1.0,,,Marriott Hotels & Resorts,Graves Hospitality,,,612-340-2000,downtown historic Midland Bank building; Autograph Collection boutique,156 rooms est; TripAdvisor listing for Emery; Graves Hospitality management
Elliot Park Hotel Autograph Collection,Hotel,"823 5th Ave S, Minneapolis, MN 55404",https://elliotparkhotel.com,168,,,,25,54,0.65,,0.40,365,1.0,,,Marriott Hotels & Resorts,Graves Hospitality,,,612-389-2300,Elliot Park; near US Bank Stadium and HCMC hospital corridor; valet $54,168 rooms TripAdvisor; valet $54 daily confirmed Marriott site; hourly parking rates noted
Rand Tower Hotel - Tribute Portfolio,Hotel,"527 S Marquette Ave, Minneapolis, MN 55402",https://www.marriott.com/en-us/hotels/msptr-rand-tower-minneapolis-a-tribute-portfolio-hotel/overview/,270,,,,n/a,n/a,0.60,,0.40,365,1.0,towne_park,,Marriott Hotels & Resorts,Tribute Portfolio owner,,,612-688-4500,downtown Art Deco 1929 Rand Tower; skyway; Towne Park per job listing covers Marriott + Rand Tower block,270 rooms TravelWeekly/Meet Minneapolis; Towne Park job posting explicitly says Minneapolis Marriott and Rand Tower
Canopy by Hilton Minneapolis Mill District,Hotel,"708 S 3rd St, Minneapolis, MN 55415",https://www.hilton.com/en/hotels/mspmipy-canopy-minneapolis-mill-district/,183,,,,n/a,n/a,0.65,,0.40,365,1.0,,,Hilton Hotels & Resorts,Hilton,,,612-332-0696,Mill District near Stone Arch Bridge and Guthrie Theater; boutique lifestyle,183 rooms Hilton site / Meet Minneapolis directory; Canopy brand
Graduate by Hilton Minneapolis,Hotel,"615 Washington Ave SE, Minneapolis, MN 55414",https://www.hilton.com/en/hotels/mspgmgu-graduate-minneapolis/,304,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,Graduate Hotels / Adventurous Journeys,,,612-379-8888,U of MN campus Dinkytown edge; university market; limited valet demand,304 rooms Hilton site; Graduate Hotels brand acquired by AJ Capital / Hilton
Hilton Garden Inn Minneapolis Downtown,Hotel,"435 S 7th St, Minneapolis, MN 55415",https://www.hilton.com/en/hotels/mspdhgi-hilton-garden-inn-minneapolis-downtown/,237,,,,n/a,35,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,Summit Hotel Properties,,,612-333-4400,near Abbott Northwestern Hospital; select-service with valet service; hospital corridor,237 rooms est; valet confirmed TripAdvisor review mentioning prompt valet service
Hampton Inn & Suites Minneapolis Downtown,Hotel,"19 S 10th St, Minneapolis, MN 55403",https://www.hilton.com/en/hotels/mspaphx-hampton-inn-suites-minneapolis-downtown/,210,,,,n/a,25,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,White Lodging,,,612-333-9393,downtown near MCC; select-service; valet confirmed TripAdvisor top hotel list,210 rooms est; valet confirmed TripAdvisor Hotels with Valet Parking Minneapolis list
Moxy Minneapolis Downtown,Hotel,"923 S 3rd St, Minneapolis, MN 55415",https://www.marriott.com/en-us/hotels/mspox-moxy-minneapolis-downtown/overview/,148,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Marriott Hotels & Resorts,Flaherty & Collins,,,612-455-7000,downtown near US Bank Stadium; millennial-lifestyle brand; no published valet,148 rooms est; Moxy brand Marriott
Aloft Minneapolis,Hotel,"900 S Washington Ave, Minneapolis, MN 55415",https://www.marriott.com/en-us/hotels/mspal-aloft-minneapolis/overview/,163,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Marriott Hotels & Resorts,White Lodging,,,612-455-8400,near US Bank Stadium and HCMC; select-service lifestyle,163 rooms est; Aloft brand Marriott; near stadium/hospital corridor
Radisson Red Minneapolis Downtown,Hotel,"609 S 3rd St, Minneapolis, MN 55415",https://www.radissonhotels.com/en-us/hotels/radisson-red-minneapolis,172,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Radisson Hotel Group,Radisson,,,612-333-1900,downtown arts-district zone; select-service lifestyle Radisson Red brand,172 rooms est; Radisson Red brand
InterContinental Saint Paul Riverfront,Hotel,"11 E Kellogg Blvd, St. Paul, MN 55101",https://www.intercontinentalstp.com,410,,,,n/a,38,0.60,,0.40,365,1.0,,,IHG Hotels & Resorts,IHG,,,651-292-1900,downtown St. Paul; skyway to Xcel/Grand Casino Arena; 43k sqft meeting space; Mississippi River views,410 rooms Meet Minneapolis / IHG site; valet $38 confirmed TripAdvisor review
The Saint Paul Hotel,Hotel,"350 Market St, St. Paul, MN 55102",https://www.saintpaulhotel.com,254,,,,n/a,n/a,0.65,,0.45,365,1.0,piccadilly,,Preferred Hotels & Resorts,The Saint Paul Hotel LLC,,,651-292-9292,downtown St. Paul Rice Park; historic 1910 landmark; independent luxury,254 rooms TravelWeekly / hotel website; Preferred Hotels flag; valet confirmed TripAdvisor listing; Piccadilly per area coverage
Doubletree by Hilton St. Paul Downtown,Hotel,"411 Minnesota St, St. Paul, MN 55101",https://www.hilton.com/en/hotels/mspstdt-doubletree-st-paul-downtown/,230,,,,n/a,30,0.55,,0.30,365,1.0,,,Hilton Hotels & Resorts,White Lodging,,,651-291-8800,downtown St. Paul; River Centre skyway; valet confirmed TripAdvisor,230 rooms est; valet TripAdvisor listing St. Paul
Hyatt Place St. Paul Downtown,Hotel,"214 E 4th St, St. Paul, MN 55101",https://www.hyatt.com/hyatt-place/en-US/mspsp-hyatt-place-st-paul-downtown,163,,,,n/a,n/a,0.55,,0.30,365,1.0,,,Hyatt Hotels Corp,Hyatt,,,651-280-6000,downtown St. Paul; valet confirmed TripAdvisor; near Xcel Energy Center,163 rooms est; valet noted TripAdvisor for St. Paul Hyatt Place
JW Marriott Minneapolis Mall of America,Hotel,"2141 Lindau Ln, Bloomington, MN 55425",https://www.marriott.com/en-us/hotels/mspjw-jw-marriott-minneapolis-mall-of-america/overview/,342,,,,n/a,45,0.60,,0.40,365,1.10,,,Marriott Hotels & Resorts,Marriott International,,,612-615-0100,MOA connected; JW luxury brand; event-heavy; peak_mod 1.10 for MOA/event draws,342 rooms Marriott site / Bloomington tourism; peak_mod MOA demand; valet confirmed TripAdvisor
Radisson Blu Mall of America,Hotel,"2100 Killebrew Dr, Bloomington, MN 55425",https://www.radissonhotels.com/en-us/hotels/radisson-blu-bloomington-mall-of-america,500,,,,n/a,n/a,0.60,,0.40,365,1.10,,,Radisson Hotel Group,Radisson,,,952-314-5116,MOA skyway-connected; 500 rooms; largest MOA hotel; fashion-inspired brand,500 rooms TravelWeekly / Bloomington tourism; peak_mod 1.10 MOA
Westin Edina Galleria,Hotel,"3201 Galleria, Edina, MN 55435",https://www.marriott.com/en-us/hotels/mspwi-the-westin-edina-galleria/overview/,225,,,,n/a,35,0.60,,0.35,365,1.0,,,Marriott Hotels & Resorts,Marriott International,,,952-567-5000,Edina 50th & France; Galleria shopping-connected; suburban upscale,225 rooms Expedia/TripAdvisor; valet confirmed TripAdvisor review listing valet parking
Manny's Steakhouse,Restaurant,"825 Marquette Ave S, Minneapolis, MN 55402",https://mannyssteakhouse.com/,,250,,,n/a,20,,1.5,0.125,365,1.0,towne_park,,Parasole Restaurant Holdings,Parasole,,,612-339-9900,W Hotel lobby restaurant; iconic steakhouse; W Hotel valet at $20 serves Manny's,250 seats default cookbook; Parasole confirmed meetminneapolis.org; W valet $20 Marriott site; Towne Park manages W
Murray's Restaurant,Restaurant,"26 S 6th St, Minneapolis, MN 55402",https://murraysrestaurant.com/,,200,,,n/a,n/a,,1.5,0.125,310,1.0,independent,,Murray's Inc.,Murray's Inc.,,,612-339-0909,downtown 6th St classic steakhouse since 1946; self-operated valet historically,200 seats default; independent family-owned; valet historically in-house; Yelp address confirmed
The Capital Grille Minneapolis,Restaurant,"801 Hennepin Ave, Minneapolis, MN 55402",https://www.thecapitalgrille.com/locations/mn/minneapolis/minneapolis/8010,,250,,,n/a,20,,1.5,0.125,365,1.0,independent,,Darden Restaurants,Darden Restaurants,,,612-692-9000,downtown State Theatre building on Hennepin Ave; valet parking noted in features,250 seats default; Darden parent; valet confirmed TripAdvisor features list
Spoon and Stable,Restaurant,"211 N 1st St, Minneapolis, MN 55401",https://www.spoonandstable.com,,175,,,n/a,18,,1.5,0.125,365,1.0,piccadilly,,Gavin Kaysen Restaurants,Kaysen Restaurant Group,,,612-224-9850,North Loop horse-stable converted 1906; Gavin Kaysen JBA; valet noted TripAdvisor; anchor fine dining,175 seats est from layout reviews; valet street parking confirmed TripAdvisor; Piccadilly operates N Loop valet
Bar La Grassa,Restaurant,"800 Washington Ave N, Minneapolis, MN 55401",https://www.barlagrassa.com,,150,,,n/a,n/a,,1.75,0.10,365,1.0,piccadilly,,Corner Table Group,Corner Table Restaurant Group,,,612-333-3837,North Loop upscale Italian; chef-driven; valet area North Loop corridor,150 seats est; Corner Table Group owner; Yelp/OpenTable address 800 Washington Ave N
Owamni by the Sioux Chef,Restaurant,"420 S 1st St, Minneapolis, MN 55401",https://owamni.com,,100,,,n/a,n/a,,1.5,0.10,310,1.0,independent,,The Sioux Chef / Owamni LLC,Owamni LLC,,,612-444-6290,Mill District riverfront Water Works Pavilion; James Beard Best Restaurant winner; Indigenous cuisine; limited parking,100 seats est; The Sioux Chef Sean Sherman; owamni.com directions page; limited parking noted
Demi,Restaurant,"333 N Washington Ave, Minneapolis, MN 55401",https://demimpls.com,,20,,,n/a,n/a,,1.0,0.10,260,1.0,independent,,Gavin Kaysen Restaurants,Kaysen Restaurant Group,,,612-444-1200,North Loop 20-seat omakase tasting menu counter; Gavin Kaysen; walk-in format,20 counter seats Demi website; 5 nights/wk; Kaysen group; low valet conv for counter format
Kado no Mise,Restaurant,"33 N 1st Ave, Minneapolis, MN 55401",https://www.kadonomise.com,,28,,,n/a,n/a,,1.0,0.10,260,1.0,independent,,Kado no Mise LLC,Kado no Mise LLC,,,612-888-2000,North Loop 2nd-floor omakase sushi; JBA Best Chef Midwest Furukawa; counter format,28 seats est from omakase counter format; Yelp address 33 N 1st Ave Fl 2
Young Joni,Restaurant,"165 13th Ave NE, Minneapolis, MN 55413",https://youngjoni.com,,180,,,n/a,n/a,,1.75,0.10,340,1.0,independent,,Ann Kim Restaurants,Ann Kim Restaurants,,,612-345-5719,Northeast Minneapolis Arts District; wood-fire pizza + cocktails; JBA winner Ann Kim,180 seats est; World's 50 Best Discovery; StarTrib address 165 13th Ave NE; building sold Dec 2025
112 Eatery,Restaurant,"112 N 3rd St, Minneapolis, MN 55401",https://www.112eatery.com,,90,,,n/a,n/a,,1.5,0.10,340,1.0,independent,,112 Inc.,112 Inc.,,,612-343-7696,North Loop / Warehouse District; chef-driven New American late-night institution,90 seats est; Yelp address 112 N 3rd St; independent
Saint Genevieve,Restaurant,"5003 Bryant Ave S, Minneapolis, MN 55419",https://www.stgmpls.com,,80,,,n/a,n/a,,1.5,0.075,310,1.0,independent,,Saint Genevieve LLC,Saint Genevieve LLC,,,612-353-4843,Lynnhurst neighborhood 50th & Bryant; French café-buvette; neighborhood bistro; limited valet profile,80 seats est from TripAdvisor bar seating description; Yelp 5003 Bryant Ave S
Tenant,Restaurant,"4300 Bryant Ave S, Minneapolis, MN 55409",https://tenantmpls.com,,30,,,n/a,n/a,,1.0,0.075,250,1.0,independent,,Tenant LLC,Tenant LLC,,,612-827-8111,South Minneapolis near Lake Harriet; tasting menu 6-seat counter; intimate fine dining; street parking,30 seats est StarTrib review (8-12 per session x3 seatings); tenantmpls.com 4300 Bryant
Restaurant Alma,Restaurant,"528 University Ave SE, Minneapolis, MN 55414",https://www.almampls.com,,65,,,n/a,n/a,,1.5,0.10,260,1.0,independent,,Alma LLC,Alma LLC,,,612-379-4909,Dinkytown/U of MN area; 25-year institution; seasonal New American; valet noted TripAdvisor,65 seats est; valet parking noted TripAdvisor listing features; almampls.com
Myriel,Restaurant,"470 Cleveland Ave S, St. Paul, MN 55105",https://www.myrielmn.com,,70,,,n/a,n/a,,1.5,0.10,250,1.0,independent,,Myriel LLC,Myriel LLC,,,651-340-3568,St. Paul Mac-Groveland; JBA Best Chef Midwest winner Karyn Tomlinson; farm-to-table,70 seats est; myrielmn.com 470 Cleveland Ave S; Wed-Sat service
Bûcheron,Restaurant,"4257 Nicollet Ave, Minneapolis, MN 55409",https://bucheronrestaurant.com,,38,,,n/a,n/a,,1.5,0.075,250,1.0,independent,,Bûcheron LLC,Bûcheron LLC,,,612-255-5632,South Minneapolis Kingfield; JBA Best New Restaurant 2025; 38-seat neighborhood French-American,38 seats confirmed Yelp review 'hard to get reservation (38 seats)'; bucheronrestaurant.com 4257 Nicollet
Meritage,Restaurant,"410 Saint Peter St, St. Paul, MN 55102",https://meritagestpaul.com,,130,,,n/a,n/a,,1.5,0.10,310,1.0,independent,,Meritage Restaurant LLC,Meritage Restaurant LLC,,,651-222-5670,downtown St. Paul near Rice Park; French brasserie; flagship St. Paul fine dining,130 seats est; independent upscale brasserie; near InterContinental and Saint Paul Hotel
Oro by Nixta,Restaurant,"545 Nicollet Mall, Minneapolis, MN 55402",https://orominneapolis.com,,80,,,n/a,n/a,,1.5,0.10,300,1.0,independent,,Nixta LLC,Nixta LLC,,,612-285-9060,downtown Nicollet Mall; heirloom corn Mexican; JBA recognition; Michelin prospect 2026,80 seats est; downtown Nicollet location; Nixta brand chef Gustavo Romero
Mara at Four Seasons Minneapolis,Restaurant,"245 Hennepin Ave, Minneapolis, MN 55401",https://www.fourseasons.com/minneapolis/dining/restaurants/mara/,,150,,,n/a,n/a,,1.75,0.10,365,1.0,,,Four Seasons Hotels & Resorts,Kaysen Restaurant Group / Four Seasons,,,612-895-5700,Four Seasons hotel restaurant by Gavin Kaysen; Mediterranean-inspired; hotel dining anchor; North Loop,150 seats est; Mara restaurant within Four Seasons; Kaysen group partnership
Tullibee at Hewing Hotel,Restaurant,"300 N Washington Ave, Minneapolis, MN 55401",https://hewinghotel.com,,100,,,n/a,n/a,,1.75,0.10,365,1.0,independent,,Aparium Hotel Group,Aparium,,,651-468-0400,North Loop hotel restaurant; Minnesota-inspired seasonal menu; hotel dining,100 seats est; Hewing hotel restaurant; Aparium management
U.S. Bank Stadium,Venue,"401 Chicago Ave, Minneapolis, MN 55415",https://www.usbankstadium.com,,,,66200,n/a,n/a,,,0.20,15,1.20,,abm,ASM Global,MSFA (Minnesota Sports Facilities Authority),,,612-777-8700,downtown event district; NFL Vikings (10 games) + Super Bowl + concerts; ~15 major events/yr,"66,200 capacity Wikipedia/Meet Minneapolis; ASM Global manages; ABM parking per lot signage; op_days = NFL games + events"
Target Field,Venue,"1 Twins Way, Minneapolis, MN 55403",https://www.mlb.com/twins/ballpark,,,,39504,n/a,n/a,,,0.15,81,1.0,,abm,Delaware North,Minnesota Twins Baseball Club,,,612-659-3400,Warehouse District; 81 MLB home games + events; outdoor; skyway access downtown,"39,504 capacity Ticketmaster/MLB; op_days = MLB home games; Delaware North concessions; ABM parking"
Target Center,Venue,"600 1st Ave N, Minneapolis, MN 55403",https://www.targetcenter.com,,,,20000,n/a,n/a,,,0.20,100,1.0,,abm,ASM Global,City of Minneapolis / Timberwolves,,,612-673-0900,North Loop; NBA Timberwolves + WNBA Lynx + concerts; skywalk to Lofton Hotel; ~100+ events/yr,"20,000 capacity est with expansion; ASM Global manages; ABM parking; connected to Lofton via skywalk"
Allianz Field,Venue,"400 Snelling Ave N, St. Paul, MN 55104",https://www.allianzfield.com,,,,19400,n/a,n/a,,,0.15,17,1.0,,,Populous Mgmt,Minnesota United FC (MNUFC),,,651-666-8632,Midway St. Paul between downtowns; MLS soccer; ~17 home games + playoffs; adjacent lots,"19,400 capacity StadiumDB 400 Snelling Ave N; MNUFC team-managed; MLS season Mar-Oct"
Grand Casino Arena (fmr Xcel Energy Center),Venue,"199 W Kellogg Blvd, St. Paul, MN 55102",https://www.grandcasinoarena.com,,,,17954,n/a,n/a,,,0.20,150,1.0,,abm,ASM Global,Minnesota Wild / RiverCentre Authority,,,651-265-4800,downtown St. Paul; NHL Wild + PWHL Frost + concerts; 150+ events/yr; renamed Sept 2025,"17,954 capacity Wikipedia; renamed Grand Casino Arena June 2025 per ESPN; ASM Global manages"
Minneapolis Convention Center,Venue,"1301 2nd Ave S, Minneapolis, MN 55403",https://www.minneapolis.org/minneapolis-convention-center/,,,,3400,n/a,n/a,,,0.10,200,1.0,,abm,ASM Global,City of Minneapolis,,,612-335-6000,"downtown; 480k sq ft exhibit space; 87 meeting rooms; skyway to Hilton/Hyatt; 3,400-seat auditorium","3,400-seat auditorium per Meet Minneapolis; ASM Global manages; ABM parking; 200 event-days est"
Orpheum Theatre Minneapolis,Venue,"910 Hennepin Ave, Minneapolis, MN 55403",https://hennepinarts.org/venues/orpheum-theatre,,,,2579,n/a,n/a,,,0.15,200,1.15,,abm,Hennepin Theatre Trust,Hennepin Theatre Trust,,,612-339-7007,downtown Hennepin Ave theater row; Broadway touring + events; opened 1921,"2,579 seats Hennepin Arts official site; 200 show-days est; ABM Ramp A at 101 N 9th St"
State Theatre Minneapolis,Venue,"805 Hennepin Ave, Minneapolis, MN 55402",https://hennepinarts.org/venues/state-theatre,,,,2181,n/a,n/a,,,0.15,180,1.10,,abm,Hennepin Theatre Trust,Hennepin Theatre Trust,,,612-339-7007,downtown Hennepin Ave; Capital Grille adjacent; touring Broadway/music; 1921,"2,181 seats Wikipedia; Hennepin Theatre Trust; same ABM garage block as Orpheum"
Pantages Theatre Minneapolis,Venue,"710 Hennepin Ave, Minneapolis, MN 55403",https://hennepinarts.org/venues/pantages-theatre,,,,1014,n/a,n/a,,,0.15,150,1.10,,abm,Hennepin Theatre Trust,Hennepin Theatre Trust,,,612-339-7007,"downtown Hennepin Ave theater row; 1916 vaudeville building; 1,014 seats","1,014 seats Hennepin Arts site; ABM Ramp A 101 N 9th St serves theater row"
Guthrie Theater,Venue,"818 S 2nd St, Minneapolis, MN 55415",https://www.guthrietheater.org,,,,1100,n/a,n/a,,,0.15,200,1.10,independent,,Guthrie Theater Foundation,Guthrie Theater Foundation,,,612-377-2224,"Mill District; 3-stage complex (1,100/700/199 seats); riverfront cultural anchor","1,100 main stage Wikipedia/ERA Engineering; 3 theaters; independent non-profit; occasional street valet"
Orchestra Hall / Minnesota Orchestra,Venue,"1111 Nicollet Mall, Minneapolis, MN 55403",https://www.minnesotaorchestra.org,,,,2450,n/a,n/a,,,0.15,100,1.10,,abm,Minnesota Orchestral Association,Minnesota Orchestral Association,,,612-371-5656,"downtown Nicollet Mall; 2,450-seat concert hall; skyway-connected to Hilton","2,450 seats est; skyway to Hilton Minneapolis; 100+ events/yr est; ABM ramp adjacent"
Walker Art Center,Venue,"725 Vineland Pl, Minneapolis, MN 55403",https://walkerart.org,,,,385,n/a,n/a,,,0.10,100,1.10,,,Walker Art Center,Walker Art Center,,,612-375-7600,Loring Park edge; McGuire Theater 385 seats + 340-seat cinema; museum with regular events,385-seat McGuire Theater per Walker events site; 340 Walker Cinema; 100 event-days est
Mayo Clinic Square (event venue),Venue,"600 N 1st Ave, Minneapolis, MN 55403",https://www.mayoclinicsquare.com,,,,5000,n/a,n/a,,,0.20,100,1.0,independent,,AEG / Timberwolves Org,AEG / Timberwolves,,,612-673-1600,North Loop; Timberwolves/Lynx practice facility + event space; connected to Lofton Hotel,"5,000 est event capacity; Mayo Clinic Square branding; formerly Block E; AEG operated"
Fitzgerald Theater,Venue,"10 E Exchange St, St. Paul, MN 55101",https://www.fitzgeraldtheater.publicradio.org,,,,1050,n/a,n/a,,,0.10,150,1.05,,,American Public Media,American Public Media,,,651-290-1200,"downtown St. Paul; 1,050-seat historic theater; MPR-affiliated; concerts + events","1,050 seats est; APM flagship event space; Fitzgerald Theater downtown St. Paul"
Abbott Northwestern Hospital,Hospital,"800 E 28th St, Minneapolis, MN 55407",https://www.allinahealth.org/abbott-northwestern-hospital,,,686,,n/a,5,,,0.10,365,1.0,,abm,Allina Health,Allina Health,,,612-863-4000,south Minneapolis hospital corridor near I-35W; 686 staffed beds; high patient/visitor valet demand,686 beds Wikipedia/AHD; ABM parking on campus per Hilton GI review mention; Allina Health system
Hennepin Healthcare (HCMC),Hospital,"701 Park Ave, Minneapolis, MN 55415",https://hennepinhealthcare.org,,,490,,n/a,0,,,0.10,365,1.0,,,Hennepin Healthcare,Hennepin County,,,612-873-3000,downtown; Level I trauma across from US Bank Stadium; 490 beds (cutting to 390 operational Feb 2026),490 beds HCMC Wikipedia; operational reduced to 390 per StarTrib Feb 2026; Hennepin County public
M Health Fairview University of Minnesota Medical Center,Hospital,"2450 Riverside Ave, Minneapolis, MN 55454",https://www.mhealthfairview.org,,,828,,n/a,8,,,0.10,365,1.0,,,M Health Fairview,University of Minnesota / Fairview Health,,,612-672-6300,U of MN medical campus West Bank; 828 staffed beds; major teaching hospital,828 beds Wikipedia list of MN hospitals; M Health Fairview system; U of MN academic medical center
