name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
Chase Park Plaza Royal Sonesta St. Louis,Hotel,"212 N Kingshighway Blvd, St. Louis, MO 63108",https://www.sonesta.com/royal-sonesta/mo/st-louis/chase-park-plaza-royal-sonesta-st-louis,398,,,,n/a,40,0.62,,0.40,365,1.05,towne park,,Sonesta International Hotels,Sonesta International Hotels,,,(314) 633-3000,Central West End; Forest Park corridor; historic landmark; 65000 sq ft meeting space,cvent.com 398 rooms; travelweekly 398 rooms; sonesta.com official
The Ritz-Carlton St. Louis,Hotel,"100 Carondelet Plaza, Clayton, MO 63105",https://www.ritzcarlton.com/en/hotels/stlrz-the-ritz-carlton-st-louis/overview/,299,,,,n/a,55,0.68,,0.45,365,1.05,towne park,,Marriott International,Marriott,,,(314) 863-6300,Clayton luxury district; suburban CBD; conference hotel,travelweekly 299 rooms; tripadvisor 299 rooms
Le Méridien St. Louis Clayton,Hotel,"7730 Bonhomme Ave, Clayton, MO 63105",https://www.marriott.com/en-us/hotels/stlmy-le-meridien-st-louis-clayton/overview/,268,,,,n/a,40,0.60,,0.40,365,1.00,,independent,Marriott International,Marriott,,,(314) 863-0400,Clayton arts-focused hotel; suburban CBD; 2020 renovation,marriott.com official; tripadvisor 268 rooms; travelweekly 268 rooms
Sheraton Clayton Plaza St. Louis,Hotel,"7730 Bonhomme Ave, Clayton, MO 63105",https://sheratonclaytonhotel.com,258,,,,n/a,35,0.58,,0.40,365,1.00,,independent,Marriott International,Marriott,,,(314) 863-0400,Clayton business district; 18000 sq ft meeting space; conference hotel,sheratonclaytonhotel.com official; est ~258 rooms per industry sources
Hotel Saint Louis Autograph Collection,Hotel,"705 Olive St, St. Louis, MO 63101",https://www.marriott.com/en-us/hotels/stlak-hotel-saint-louis-autograph-collection/overview/,142,,,,n/a,40,0.65,,0.45,365,1.05,,independent,Marriott International,Marriott,,,(314) 241-4300,downtown; 2 blocks from America's Center; rooftop pool; 2 restaurants/bars,marriott.com official 142 rooms; tripadvisor 140 rooms
St. Louis Union Station Hotel Curio Collection,Hotel,"1820 Market St, St. Louis, MO 63103",https://www.hilton.com/en/hotels/stlcuqq-st-louis-union-station-hotel/,567,,,,n/a,45,0.60,,0.40,365,1.10,towne park,,Hilton Hotels & Resorts,Benchmark Hospitality,,,(314) 231-1234,downtown historic; attached to Aquarium and Wheel; near Enterprise Center,historichotels.org 539 original; travelweekly 567 current; hilton.com official
AC Hotel St. Louis Clayton,Hotel,"227 S Central Ave, Clayton, MO 63105",https://www.marriott.com/en-us/hotels/stlac-ac-hotel-st-louis-clayton/overview/,207,,,,n/a,32,0.60,,0.30,365,1.00,,independent,Marriott International,Marriott,,,(314) 492-9556,Clayton CBD; opened 2024; select-service with $32 valet,marriott.com official valet $32/night; expedia 207 rooms; travelweekly built 2024
Clayton Plaza Hotel,Hotel,"7750 Carondelet Ave, Clayton, MO 63105",https://www.cpclayton.com,255,,,,n/a,25,0.55,,0.30,365,1.00,,independent,independent,Clayton Plaza LLC,,,(314) 726-5400,Clayton suburban CBD; independent conference hotel; formerly Crowne Plaza,travelweekly 255 rooms; cpclayton.com official
Embassy Suites St. Louis Downtown,Hotel,"610 N 7th St, St. Louis, MO 63101",https://www.hilton.com/en/hotels/stlwaes-embassy-suites-st-louis-downtown/,212,,,,n/a,35,0.58,,0.30,365,1.05,,laz,Hilton Hotels & Resorts,Hilton Hotels & Resorts,,,(314) 269-5900,downtown; across from America's Center; convention zone; all-suite,tripadvisor 212 rooms; travelweekly 212 rooms
Arch Convention Hotel,Hotel,"811 N 9th St, St. Louis, MO 63101",https://www.archconventionhotel.com,293,,,,n/a,35,0.55,,0.30,365,1.05,,independent,independent,independent,,,(314) 421-4000,downtown; adjacent to America's Center; rebranded from Holiday Inn 2025,bizjournals.com rebranded July 2025; tripadvisor 295 rooms; yelp 293 rooms
Courtyard St. Louis Downtown/Convention Center,Hotel,"823 Washington Ave, St. Louis, MO 63101",https://www.marriott.com/en-us/hotels/stldw-courtyard-st-louis-downtown-convention-center/overview/,162,,,,48,n/a,0.55,,0.30,365,1.05,,sp_plus,Marriott International,Marriott,,,(314) 231-7560,downtown convention zone; select-service; self-park $48/day confirmed,marriott.com official self-park $48; address confirmed
Courtyard St. Louis Downtown West,Hotel,"2340 Market St, St. Louis, MO 63103",https://www.marriott.com/en-us/hotels/stlch-courtyard-st-louis-downtown-west/overview/,151,,,,n/a,n/a,0.55,,0.30,365,1.00,,independent,Marriott International,Marriott,,,(314) 241-9111,downtown west near Enterprise Center and Union Station; 3 blocks from Union Station,travelweekly 151 rooms; marriott.com official
Residence Inn St. Louis Downtown,Hotel,"525 S Jefferson Ave, St. Louis, MO 63103",https://www.marriott.com/en-us/hotels/stlrd-residence-inn-st-louis-downtown/overview/,188,,,,n/a,n/a,0.55,,0.30,365,1.00,,independent,Marriott International,Marriott,,,(314) 289-7500,Grand Center / Midtown; extended-stay all-suite; near Fox Theatre and SLU Hospital,tripadvisor 188 rooms; marriott.com official
Hampton Inn St. Louis Downtown at the Gateway Arch,Hotel,"333 Washington Ave, St. Louis, MO 63102",https://www.hilton.com/en/hotels/stldthx-hampton-st-louis-downtown-at-the-gateway-arch/,190,,,,n/a,n/a,0.55,,0.30,365,1.00,,independent,Hilton Hotels & Resorts,Hilton Hotels & Resorts,,,(314) 621-7900,downtown; 3 blocks from America's Center; select-service no valet,tripadvisor 190 rooms; hilton.com official
Pear Tree Inn Near Union Station,Hotel,"2211 Market St, St. Louis, MO 63103",https://www.druryhotels.com/locations/st-louis-mo/pear-tree-inn-st-louis-near-union-station,239,,,,n/a,n/a,0.55,,0.30,365,1.00,,independent,Drury Hotels,Drury Hotels,,,(314) 241-3200,downtown near Enterprise Center; limited-service select-service Drury brand,travelweekly 239 rooms; druryhotels.com official
Drury Inn & Suites St. Louis Union Station,Hotel,"201 S 20th St, St. Louis, MO 63103",https://www.druryhotels.com/locations/st-louis-mo/drury-inn-and-suites-st-louis-union-station,177,,,,19,n/a,0.55,,0.30,365,1.00,,independent,Drury Hotels,Drury Hotels,,,(314) 231-3900,downtown near Enterprise Center; historic YMCA building; no valet,tripadvisor 177 rooms; druryhotels.com official; covered parking $19/night confirmed
Drury Plaza Hotel St. Louis at the Arch,Hotel,"2 S 4th St, St. Louis, MO 63102",https://www.druryhotels.com/locations/st-louis-mo/drury-plaza-hotel-st-louis-at-the-arch,341,,,,28,n/a,0.60,,0.40,365,1.10,,independent,Drury Hotels,Drury Hotels,,,(314) 231-3003,downtown near Busch Stadium and Gateway Arch; on-site steakhouse; covered parking $28-32/night confirmed,druryhotels.com official 2 S 4th St; travelweekly.com 341 rooms; tripadvisor 355 rooms; self-park $28-32/night confirmed; no valet Drury brand standard
The Cheshire,Hotel,"6300 Clayton Rd, St. Louis, MO 63117",https://www.cheshirestl.com,108,,,,10,n/a,0.65,,0.45,365,1.00,,independent,independent,Cheshire Inn LLC,,,(314) 647-7300,near Forest Park and WashU; boutique Tudor-style; Boundary event space on-site,hotelplanner.com 108 rooms; travelweekly confirmed; cheshirestl.com official
Moonrise Hotel,Hotel,"6177 Delmar Blvd, St. Louis, MO 63112",https://moonrisehotel.com,125,,,,n/a,n/a,0.65,,0.45,365,1.00,,independent,independent,Moonrise Hotel LLC,,,(314) 721-1111,U City Delmar Loop; boutique rooftop bar; near WashU campus,tripadvisor 125 rooms; moonrisehotel.com official
Aloft St. Louis Cortex,Hotel,"4245 Duncan Ave, St. Louis, MO 63110",https://www.marriott.com/en-us/hotels/stlal-aloft-st-louis-cortex/overview/,129,,,,n/a,n/a,0.60,,0.30,365,1.00,,independent,Marriott International,Marriott,,,(314) 639-0050,Cortex Innovation Community near BJC/WashU medical campus; tech-district select-service,travelweekly 129 rooms; nationalgypsum.com 129 rooms confirmed
Home2 Suites St. Louis Forest Park,Hotel,"920 S Taylor Ave, St. Louis, MO 63110",https://www.hilton.com/en/hotels/stlfpht-home2-suites-st-louis-forest-park/,106,,,,n/a,n/a,0.60,,0.30,365,1.00,,independent,Hilton Hotels & Resorts,Hilton Hotels & Resorts,,,(314) 531-4446,Central West End / Forest Park; near BJC medical campus; extended-stay adjacent to SLU Hospital,tripadvisor 106 rooms; hilton.com official
Busch Stadium,Venue,"700 Clark St, St. Louis, MO 63102",https://www.mlb.com/cardinals/ballpark,,,,43975,n/a,n/a,,,n/a,81,1.20,towne park,sp_plus,St. Louis Cardinals LLC,St. Louis Cardinals LLC,,,(314) 345-9600,event-district; MLB stadium; Ballpark Village integrated development,mlb.com official address; ballparksofbaseball.com 43975 post-2018; op_days 81 home games
Enterprise Center,Venue,"1401 Clark Ave, St. Louis, MO 63103",https://www.enterprisecenter.com,,,,18096,20,n/a,,,n/a,115,1.10,towne park,sp_plus,St. Louis Blues (NHL),Hines Real Estate,,,(314) 622-5400,downtown sports/entertainment hub; Blues NHL home + concerts; connected parking garages,wikipedia 18096 seats current; op_days ~60 Blues games + 55 concerts/events
Energizer Park,Venue,"2100 Market St, St. Louis, MO 63103",https://www.stlcitysc.com/stadium/,,,,22423,n/a,n/a,,,n/a,17,1.05,,independent,St. Louis CITY SC,St. Louis CITY SC,,,(314) 299-3334,downtown west near Union Station; MLS soccer stadium; opened 2023; renamed from CityPark 2025,wikipedia 22423 seats; worldofstadiums.com address; stlcitysc.com official; op_days 17 MLS home games
The Dome at America's Center,Venue,"701 Convention Plaza, St. Louis, MO 63101",https://www.thedomestl.com,,,,67000,n/a,n/a,,,n/a,30,1.05,,sp_plus,St. Louis Regional Sports Authority,St. Louis Regional Sports Authority,,,(314) 342-5036,downtown; former NFL/XFL stadium; large concerts and events,explorestlouis.com 67000 standard seated; wikipedia 82624 max; stadiumdb.com address; op_days ~30 major events
America's Center Convention Complex,Venue,"701 Convention Plaza, St. Louis, MO 63101",https://explorestlouis.com/americas-center/,,,,570000,20,n/a,,,n/a,150,1.05,,sp_plus,St. Louis Convention & Visitors Commission,St. Louis Convention & Visitors Commission,,,(314) 342-5000,downtown convention complex; 95 meeting rooms; 570000 sq ft exhibit; attached to The Dome,explorestlouis.com official; cvent.com 570000 sq ft; Ferrara Theatre 1400 seats
Stifel Theatre,Venue,"1400 Market St, St. Louis, MO 63103",https://www.stifeltheatre.com,,,,3100,20,n/a,,,n/a,120,1.05,towne park,independent,ASM Global,ASM Global,,,(314) 499-7600,downtown performing arts; formerly Peabody Opera House; top touring concerts/events,stifeltheatre.com official 3100 seats; renamed from Kiel/Peabody 2018; op_days ~120 show nights
Fox Theatre (The Fabulous Fox),Venue,"527 N Grand Blvd, St. Louis, MO 63103",https://www.fabulousfox.com,,,,4500,20,n/a,,,n/a,200,1.05,,independent,Fabulous Fox Theatre Inc,Fabulous Fox Theatre Inc,,,(314) 534-1678,Grand Center arts district; premier Broadway touring house; on-site parking garage $20,fabulousfox.com confirmed 4500 capacity; stlmag.com guide; parking at 3637 Washington Blvd
Powell Hall,Venue,"718 N Grand Blvd, St. Louis, MO 63103",https://slso.org,,,,2683,n/a,n/a,,,n/a,150,1.00,,independent,St. Louis Symphony Orchestra,St. Louis Symphony Orchestra,,,(314) 533-2500,Grand Center arts district; SLSO home venue; recently renovated,slso.org 2683 seats; op_days ~150 concert dates
Ferring Jazz Bistro (Jazz at the Bistro),Venue,"3536 Washington Ave, St. Louis, MO 63103",https://jazzstl.org,,,,220,n/a,n/a,,,n/a,130,1.00,,independent,Jazz St. Louis,Jazz St. Louis,,,(314) 571-6000,Grand Center arts district; intimate jazz venue; $10M renovation completed 2025; across from Fox,hecmedia.org 220-seat Ferring Jazz Bistro; jazzstl.org about page; op_days ~130 concert nights
The Muny,Venue,"1 Theatre Dr, St. Louis, MO 63112",https://muny.org,,,,11000,n/a,n/a,,,n/a,70,1.10,,independent,Municipal Theatre Association of St. Louis,Municipal Theatre Association,,,(314) 361-1900,Forest Park outdoor amphitheater; America's largest outdoor musical theatre; summer season; VIP valet for donors,wikipedia 11000 seats; muny.org official; op_days 70 summer nights; VIP valet confirmed Muny Guarantor program
Saint Louis Art Museum,Venue,"1 Fine Arts Dr, St. Louis, MO 63110",https://www.slam.org,,,,n/a,15,n/a,,,n/a,250,1.10,,independent,Saint Louis Art Museum,Saint Louis Art Museum,,,(314) 721-0072,Forest Park; major cultural venue; 300-space paid underground garage; private events,slam.org official; forestparkmap.org $15 garage confirmed; op_days 250 open days + events
City Museum,Venue,"750 N 16th St, St. Louis, MO 63103",https://citymuseum.org,,,,n/a,n/a,n/a,,,n/a,300,1.05,,independent,City Museum LLC,City Museum LLC,,,(314) 231-2489,downtown near America's Center; all-ages art playground; private event venue; open late weekends,citymuseum.org official; cvent.com confirmed venue
Barnes-Jewish Hospital,Hospital,"One Barnes-Jewish Hospital Plaza, St. Louis, MO 63110",https://www.barnesjewish.org,,,1266,,n/a,5,,,n/a,365,1.00,,independent,BJC HealthCare,BJC HealthCare,,,(314) 747-3000,Central West End medical campus; BJC/WashU flagship; valet at Center for Advanced Medicine confirmed,barnesjewish.org official; wikipedia 1266 beds 2018; valet confirmed barnesjewish.org/parking; daily rate $16 max
SSM Health Saint Louis University Hospital,Hospital,"3635 Vista Ave, St. Louis, MO 63110",https://www.ssmhealth.com/locations/st-louis/saint-louis-university-hospital,,,356,,n/a,4,,,n/a,365,1.00,,independent,SSM Health,SSM Health,,,(314) 257-8000,Midtown near Grand Center; SLU teaching hospital; valet $4 LaSalle garage confirmed,slu.edu partner facilities 365 beds; ssmhealth.com official; valet $4 confirmed
Mercy Hospital St. Louis,Hospital,"615 S New Ballas Rd, St. Louis, MO 63141",https://www.mercy.net/practice/mercy-hospital-st-louis/,,,715,,n/a,8,,,n/a,365,1.00,,independent,Mercy Health,Mercy Health,,,(314) 251-6000,suburban St. Louis near I-270/I-64; regional medical center; 150+ year presence,mercy.net official 715 staffed beds FY2025; yelp address confirmed
Tony's Restaurant,Restaurant,"105 Carondelet Plaza, Clayton, MO 63105",https://www.tonysstlouis.com,,100,,,n/a,15,,1.5,0.125,260,1.00,,independent,Tony's St. Louis,Tony's St. Louis,,,(314) 231-7007,Clayton fine-dining flagship; valet confirmed; intimate format,tripadvisor confirmed address; tableagent.com valet confirmed; seats 100 est. default chef-driven
Vicia Restaurant,Restaurant,"4260 Forest Park Ave, St. Louis, MO 63108",https://www.takeroothospitality.com/vicia,,100,,,n/a,n/a,,1.5,0.125,260,1.00,,independent,Take Root Hospitality,Take Root Hospitality,,,(314) 553-9239,Central West End/Cortex; chef-driven vegetable-forward; validated parking adjacent,takeroothospitality.com official address and hours; seats 100 default chef-driven
Sidney Street Cafe,Restaurant,"2000 Sidney St, St. Louis, MO 63104",https://www.sidneystreetcafestl.com,,80,,,n/a,n/a,,1.5,0.125,260,1.00,,independent,independent,independent,,,(314) 771-5777,Benton Park; chef Kevin Nashan; small intimate destination dining,sidneystreetcafestl.com official; yelp confirmed; seats 80 est.
Brasserie by Niche,Restaurant,"4580 Laclede Ave, St. Louis, MO 63108",https://brasseriebyniche.com,,100,,,n/a,n/a,,1.5,0.125,300,1.00,,independent,Niche Food Group,Niche Food Group,,,(314) 454-0600,Central West End; French bistro; open daily; valet listed on tripadvisor,brasseriebyniche.com confirmed open May 2026; tripadvisor valet parking confirmed; seats 100 default
The Capital Grille (Clayton),Restaurant,"101 S Hanley Rd Ste 120, Clayton, MO 63105",https://www.thecapitalgrille.com/locations/mo/clayton/clayton/8062,,250,,,n/a,20,,1.5,0.125,300,1.00,,independent,Darden Restaurants,Darden Restaurants,,,(314) 725-0930,Clayton business district; fine-dining steakhouse; lunch + dinner daily,thecapitalgrille.com official; opentable.com confirmed
Ruth's Chris Steak House (Downtown),Restaurant,"315 Chestnut St, St. Louis, MO 63102",https://www.ruthschrisphg.com/st-louis,,250,,,n/a,20,,1.5,0.125,300,1.00,towne park,,Ruth's Hospitality Group,Ruth's Hospitality Group,,,(314) 259-3200,downtown at Hyatt Regency; in-hotel location; valet via Hyatt confirmed,ruthschrisphg.com official; tripadvisor valet confirmed
Ruth's Chris Steak House (Clayton),Restaurant,"1 N Brentwood Blvd, Clayton, MO 63105",https://www.ruthschris.com,,250,,,n/a,20,,1.5,0.125,300,1.00,,independent,Ruth's Hospitality Group,Ruth's Hospitality Group,,,(314) 783-9900,Clayton business district; upscale steakhouse,americascuisine.com confirmed address and phone
Annie Gunn's,Restaurant,"16806 Chesterfield Airport Rd, Chesterfield, MO 63005",https://www.anniegunns.com,,150,,,n/a,n/a,,1.5,0.125,300,1.00,,independent,Smokehouse Market LLC,Smokehouse Market LLC,,,(636) 532-7684,Chesterfield suburb; wine-focused upscale-casual; James Beard nominated; attached Smokehouse Market,anniegunns.com official address confirmed
Pastaria,Restaurant,"7734 Forsyth Blvd Ste 1, Clayton, MO 63105",https://pastariastl.com,,110,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,Niche Food Group,Niche Food Group,,,(314) 862-6603,Clayton; upscale Italian-casual; Niche Food Group; corporate corridor,pastariastl.com official; saucemagazine.com ~110 seats confirmed
Acero,Restaurant,"7266 Manchester Rd, Maplewood, MO 63143",https://acerostl.com,,80,,,n/a,n/a,,1.5,0.125,275,1.00,,independent,Fiala Food Group,Fiala Food Group,,,(314) 644-1790,Maplewood inner ring; Italian fine-dining; chef Jim Fiala; Tue-Sat evenings,tripadvisor confirmed; acerostl.com official; seats ~80 default
Olive + Oak,Restaurant,"216 W Lockwood Ave, Webster Groves, MO 63119",https://oliveandoak.oohosp.com,,100,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,OO Hospitality Group,OO Hospitality Group,,,(314) 736-1370,Webster Groves inner suburb; upscale-casual; highly regarded; max table 12,oliveandoak.oohosp.com official; seats 100 est.
Stellina Pasta Cafe,Restaurant,"3342 Watson Rd, St. Louis, MO 63139",https://www.stellinapasta.com,,80,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,independent,,,(314) 256-1600,South St. Louis Watson Rd; neighborhood Italian-casual; local following,stellinapasta.com official; yelp address; seats ~80 est. small bistro
Eau Bistro / Chase Club at Chase Park Plaza,Restaurant,"212 N Kingshighway Blvd, St. Louis, MO 63108",https://www.stlchaseclub.com,,100,,,n/a,n/a,,1.75,0.10,300,1.00,towne park,,Sonesta International Hotels,Sonesta International Hotels,,,(314) 454-9000,Central West End; in-hotel gastropub at Chase Park Plaza; poolside patio; hotel valet service,tripadvisor 212 N Kingshighway; stlchaseclub.com official
Herbie's Restaurant (Clayton),Restaurant,"8100 Maryland Ave, Clayton, MO 63105",https://herbies.com,,120,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,independent,,,(314) 769-9595,Clayton Maryland Ave; upscale-casual American; fire presentation patio; local institution,herbies.com official; yelp 8100 Maryland Ave Clayton; seats ~120 default
Al's Restaurant,Restaurant,"1200 N 1st St, St. Louis, MO 63102",https://alsrestaurant.net,,80,,,n/a,n/a,,1.5,0.125,260,1.00,,independent,independent,independent,,,(314) 421-6399,downtown riverfront near Gateway Arch; 100-year-old fine-dining steakhouse/Italian; reservation-only,alsrestaurant.net official; tripadvisor 1200 N First St; seats 80 est.
Carmine's Steak House,Restaurant,"20 S 4th St, St. Louis, MO 63102",https://carminessteakhouse.com,,150,,,n/a,n/a,,1.5,0.125,300,1.00,,independent,independent,independent,,,(314) 241-1631,downtown near Busch Stadium; classic steakhouse; dinner Mon-Sat,carminessteakhouse.com official; yelp 20 S 4th St; seats 150 default steakhouse
Polite Society,Restaurant,"1923 Park Ave, St. Louis, MO 63104",https://www.politesocietystl.com,,100,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,independent,,,(314) 325-2553,Lafayette Square near downtown; upscale-casual gastropub; bar open nightly; private upstairs room,politesocietystl.com official; tripadvisor confirmed
J. Gilbert's Wood-Fired Steaks & Seafood,Restaurant,"17A W County Center Ste A102, Des Peres, MO 63131",https://www.jgilberts.com/location/jgilberts-st-louis/,,200,,,n/a,n/a,,1.5,0.125,300,1.00,,independent,Restaurant Associates,Restaurant Associates,,,(314) 965-4600,West County; upscale steakhouse in West County Center; suburban anchor,jgilberts.com official; opentable.com confirmed
Boundary at The Cheshire,Restaurant,"7036 Clayton Ave, St. Louis, MO 63117",https://www.cheshirestl.com/dining/boundary,,100,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,Cheshire Inn LLC,,,(314) 647-7300,near Forest Park; upscale event-restaurant inside The Cheshire hotel; private dining,boundary-stl.com official; yelp 7036 Clayton Ave; seats 100 default
The Libertine,Restaurant,"7927 Forsyth Blvd, Clayton, MO 63105",https://www.libertinestl.com,,100,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,independent,,,(314) 862-2999,Clayton; upscale French-American dinner and lunch; neighborhood dining destination,opentable.com confirmed; stlmag.com review; seats 100 default
Cafe Balaban's,Restaurant,"412 N Euclid Ave, St. Louis, MO 63108",https://www.balabanswine.com,,80,,,n/a,n/a,,1.75,0.10,260,1.00,,independent,independent,independent,,,(314) 621-9598,Central West End Euclid Ave; wine bar + bistro; CWE institution,yelp 412 N Euclid Ave; saucemagazine.com CWE reopened 2020; seats ~80
Herbie's Vintage 72,Restaurant,"405 N Euclid Ave, St. Louis, MO 63108",https://herbies72.com,,100,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,independent,,,(314) 769-9595,Central West End Euclid Ave; upscale-casual American; neighbor to Chase Park Plaza,yelp 405 N Euclid Ave CWE; separate from Clayton Herbie's; seats 100 default
Vin de Set,Restaurant,"2017 Chouteau Ave, St. Louis, MO 63103",https://www.vindesset.com,,200,,,n/a,n/a,,1.75,0.10,300,1.05,,independent,Robust Restaurant Group,Robust Restaurant Group,,,(314) 241-8989,Soulard/Fox Park; rooftop wine bar + French-inspired restaurant; large event space; valet available,vindesset.com official; 2017 Chouteau Ave; seats ~200 rooftop + main dining combined; default upscale-casual
The Yellowbelly,Restaurant,"311 N Tucker Blvd, St. Louis, MO 63101",https://yellowbellystl.com,,120,,,n/a,n/a,,1.75,0.10,300,1.05,,independent,independent,independent,,,(314) 827-9226,downtown Tucker Blvd; craft cocktail bar + restaurant; upscale-casual; near convention complex,yellowbellystl.com official; address confirmed; seats ~120 default
Blood & Sand,Restaurant,"1500 St. Charles St, St. Louis, MO 63103",https://www.bloodandsandstl.com,,120,,,n/a,n/a,,1.75,0.10,300,1.00,,independent,independent,independent,,,(314) 241-7263,downtown near convention center; acclaimed cocktail bar + restaurant; James Beard nominated,bloodandsandstl.com official; 1500 St Charles St; seats ~120 default upscale
Robust Wine Bar (Webster Groves),Restaurant,"227 W Lockwood Ave, Webster Groves, MO 63119",https://www.robustwine.com,,80,,,n/a,n/a,,1.75,0.10,280,1.00,,independent,Robust Restaurant Group,Robust Restaurant Group,,,(314) 963-0033,Webster Groves; wine-focused casual dining; neighborhood anchor; near Olive + Oak,tripadvisor 227 W Lockwood Ave confirmed; yelp listing active; seats ~80 wine bar default
Olio Restaurant,Restaurant,"1634 Tower Grove Ave, St. Louis, MO 63110",https://oliowinebar.com,,80,,,n/a,n/a,,1.75,0.10,280,1.00,,independent,independent,independent,,,(314) 932-1088,Tower Grove South; upscale Mediterranean wine bar + restaurant; neighborhood destination,oliowinebar.com official; Tower Grove; seats ~80 default wine bar
