name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
Courtyard by Marriott Raleigh Midtown,Hotel,"1041 Wake Towne Dr, Raleigh, NC 27609",https://www.marriott.com/en-us/hotels/rduoc-courtyard-raleigh-midtown/overview/,136,,,,,25,0.55,,0.3,365,1.0,,,Marriott managed,Marriott International,,,(919) 821-3400,midtown Raleigh near North Hills; select-service; convenient for corporate midtown market,visitraleigh.com 1041 Wake Towne Dr; Courtyard standard ~136 rooms; Marriott-managed
Angus Barn,Restaurant,"9401 Glenwood Ave, Raleigh, NC 27617",https://www.angusbarn.com,,550,,,,20,,1.5,0.125,363,1.0,,,Van Eure (family independent),Angus Barn Ltd,,,(919) 787-3505,near RDU corridor; landmark steakhouse since 1960; wine cellar; Pavilion events 400; open 363 evenings/year,angusbarn.com history confirms ~550 seats; Yelp 9401 Glenwood Ave; seats default large steakhouse cookbook
The Capital Grille Raleigh,Restaurant,"4242 Six Forks Rd, Raleigh, NC 27609",https://www.thecapitalgrille.com/locations/nc/raleigh/raleigh/8061,,250,,,,20,,1.5,0.125,365,1.0,,,Darden Restaurants,Darden Restaurants,,,(919) 787-3901,North Hills Six Forks corridor; national upscale steakhouse chain; Darden parent,TripAdvisor confirms 4242 Six Forks Rd; seats default 250 steakhouse cookbook; Darden owned
Sullivan's Steakhouse,Restaurant,"410 Glenwood Ave Ste 100, Raleigh, NC 27603",https://www.sullivanssteakhouse.com/raleigh/,,400,,,,20,,1.5,0.125,365,1.0,,,Del Frisco's Restaurant Group,Del Frisco's Restaurant Group,,,(919) 833-2888,Glenwood South downtown adjacent; 400 total seats; 6 private dining rooms; jazz music; live music Fri/Sat,visitraleigh.com total capacity 398; Sullivan's site confirms main dining 142 + private rooms; address confirmed
Second Empire Restaurant and Tavern,Restaurant,"330 Hillsborough St, Raleigh, NC 27603",https://www.secondempire.com,,250,,,,20,,1.5,0.125,260,1.0,,,Independent,Independent,,,(919) 829-3663,near downtown; Victorian mansion fine dining + tavern; multiple private rooms; Tue-Sat,Eventective + Cvent 250 total capacity; address confirmed 330 Hillsborough St; closed Sun/Mon ~260 op_days
Bida Manda,Restaurant,"222 S Blount St, Raleigh, NC 27601",https://www.bidamanda.com,,150,,,,15,,1.5,0.125,313,1.0,,,Independent,Independent,,,(919) 829-9999,downtown Raleigh S Blount St; Laotian fine-casual; James Beard nominated; sister to Brewery Bhavana,visitraleigh.com 222 S Blount St; 3687 sqft total capacity 150; James Beard nominees
Brewery Bhavana,Restaurant,"218 S Blount St, Raleigh, NC 27601",https://www.brewerybhavana.com,,120,,,,15,,1.75,0.1,365,1.0,,,Independent (Giorgios Hospitality),Giorgios Hospitality Group,,,(919) 829-9998,downtown Raleigh; dim sum + craft brewery; S Blount St adjacent to Bida Manda; sister concept,TripAdvisor + Yelp 218 S Blount St; Giorgios group; default 120 upscale-casual cookbook; open daily
Death & Taxes,Restaurant,"105 W Hargett St, Raleigh, NC 27601",https://ac-restaurants.com/death-taxes/,,100,,,,15,,1.5,0.125,260,1.0,,,Ashley Christensen Restaurants,Ashley Christensen Restaurants,,,,downtown Raleigh; wood-fire contemporary; James Beard winner Ashley Christensen group; Tue-Sat,Yelp confirms 105 W Hargett St; ac-restaurants.com group; default 100 seats chef-driven cookbook
Crawford and Son,Restaurant,"618 N Person St, Raleigh, NC 27604",https://crawfordandsonrestaurant.com,,80,,,,,,1.5,0.125,208,1.0,,,Independent (Peter Pollay),Independent,,,(919) 307-4647,historic Oakwood near downtown; chef-driven fine casual; dinner only Tue-Sat,Yelp + TripAdvisor 618 N Person St; ~25 tables per reviews; default 80 seats; dinner only Tue-Sat ~208 op_days
Stanbury,Restaurant,"938 N Blount St, Raleigh, NC 27604",https://www.stanburyraleigh.com,,75,,,,,,1.5,0.125,208,1.0,,,Independent,Independent,,,(919) 977-4321,Mordecai near downtown; intimate chef-driven; limited seating; dinner Tue-Sat,Yelp/TripAdvisor 938 N Blount St; ~25 tables per reviews; default 75 seats small chef-driven
Cortez Seafood and Cocktail,Restaurant,"413 Glenwood Ave, Raleigh, NC 27603",https://www.cortezraleigh.com,,80,,,,,,1.5,0.125,260,1.0,,,Independent,Independent,,,(919) 342-8227,Glenwood South; small plates seafood + tropical cocktails; covered patio; Tue-Sun,TripAdvisor + Yelp 413 Glenwood Ave; noted as small restaurant; default 80 seats chef-driven
Cuya Cocina Latina,Restaurant,"413 Glenwood Ave Ste 200, Raleigh, NC 27603",https://www.cuyaraleigh.com,,100,,,,,,1.75,0.1,260,1.0,,,Independent,Independent,,,(919) 342-8227,Glenwood South; Latin American upstairs same building as Cortez; Tue-Sun; noted as Cucharas in brief,OpenTable 413 Glenwood Ave Ste 200; Cuya is rebrand/evolution of Cucharas; default 100 seats
MOFU Shoppe,Restaurant,"321 S Blount St, Raleigh, NC 27601",https://mofushoppe.com,,100,,,,,,1.75,0.1,260,1.0,,,Independent,Independent,,,(919) 301-8465,downtown Raleigh; Asian fusion in converted car dealership with garage doors; S Blount St near Moore Square,TripAdvisor 321 S Blount St; default 100 seats upscale-casual cookbook; Tue-Sat ~260 op_days
Whiskey Kitchen,Restaurant,"201 W Martin St, Raleigh, NC 27601",https://www.whiskey.kitchen,,200,,,,,,1.75,0.1,365,1.0,,,Independent,Independent,,,(919) 803-3181,downtown Raleigh Nash Square; chef barroom + restaurant; 6000 sqft; multiple private rooms; 300 reception capacity,visitraleigh.com total capacity 300 banquet 200; Yelp/TripAdvisor 201 W Martin St; open daily
Royale,Restaurant,"22 W Martin St, Raleigh, NC 27601",https://www.royaleraleigh.com,,150,,,,,,1.75,0.1,365,1.0,,,Independent,Independent,,,,downtown Raleigh Fayetteville Street corridor; upscale cocktail bar + American kitchen,Downtown Raleigh address confirmed Martin St; default 150 upscale-casual; independent operator
Capital Club 16,Restaurant,"16 W Martin St, Raleigh, NC 27601",https://www.capitalclub16.com,,200,,,,,,1.75,0.1,260,1.0,,,HQ Raleigh,HQ Raleigh,,,,downtown Raleigh; historic Capital Club building ground floor; private dining + events; Cannon Room rooftop,LoopNet building listing confirms Capital Club 16 ground floor 16 W Martin St; wedding-spot.com up to 200 reception
Mandolin,Restaurant,"2519 Fairview Rd, Raleigh, NC 27608",https://www.mandolinraleigh.com,,120,,,,,,1.75,0.1,260,1.0,,,Independent,Independent,,,(919) 322-0365,Five Points/Cameron Village area; upscale casual American; dinner + weekend brunch; Tue-Sun,Yelp 2519 Fairview Rd; active listing; default 120 seats upscale-casual cookbook
Margaux's Restaurant,Restaurant,"8111 Creedmoor Rd Ste 111, Raleigh, NC 27613",https://margauxsrestaurant.com,,150,,,,,,1.5,0.125,260,1.0,,,Independent,Independent,,,(919) 846-9846,North Raleigh Brennan Station; established fine dining steakhouse/seafood; Tue-Sat,TripAdvisor + visitraleigh.com 8111 Creedmoor Rd; fine dining category; default 150 seats; Tue-Sat ~260 op_days
The Pit Authentic Barbecue,Restaurant,"328 W Davie St, Raleigh, NC 27601",https://www.thepit-raleigh.com,,250,,,,,,1.75,0.1,365,1.0,,,Independent,Independent,,,(919) 890-4500,downtown Raleigh Warehouse District; whole-hog pit BBQ; valet parking confirmed; upscale casual,TripAdvisor 328 W Davie St; confirms valet parking available; open daily 365 op_days; default 250 seats
Gravy,Restaurant,"135 S Wilmington St, Raleigh, NC 27601",https://www.gravyraleigh.com,,150,,,,,,1.75,0.1,365,1.0,,,Independent,Independent,,,(919) 896-8513,downtown Raleigh Moore Square district; Italian-American kitchen; lunch + dinner daily; multiple dining rooms,TripAdvisor + Yelp 135 S Wilmington St; downtownraleigh.org confirms active; default 150 seats
St. Roch Fine Oysters + Bar,Restaurant,"223 S Wilmington St, Raleigh, NC 27601",https://www.strochraleigh.com,,80,,,,,,1.5,0.125,313,1.0,,,Independent,Independent,,,(919) 322-0359,downtown Raleigh Moore Square; New Orleans-inspired oyster bar; upscale; near Gravy and Bida Manda,strochraleigh.com + downtownraleigh.org 223 S Wilmington St; default 80 seats chef-driven small
Ajja,Restaurant,"209 Bickett Blvd, Raleigh, NC 27608",https://www.ajjaeats.com,,80,,,,,,1.5,0.125,208,1.0,,,Independent (Cheetie Kumar/Paul Siler),Independent,,,(919) 213-1276,Five Points near downtown; Eastern Mediterranean + Middle Eastern; former Garland chef; outdoor patio; opened 2023; Thu-Sun dinner,TripAdvisor 209 Bickett Blvd; ajjaeats.com confirms opened 2023; default 80 seats chef-driven
M Sushi Durham,Restaurant,"311 Holland St, Durham, NC 27701",https://msushidurham.m-restaurants.com,,80,,,,,,1.5,0.125,260,1.0,,,M Restaurants Group,M Restaurants Group,,,,downtown Durham near American Tobacco Campus; upscale sushi; James Beard nominated; Tue-Sat,m-restaurants.com confirms 311 Holland St Durham; default 80 seats chef-driven small; ~260 op_days
M Sushi Cary,Restaurant,"4 Fenton Main St Ste 120, Cary, NC 27511",https://msushicary.m-restaurants.com,,80,,,,,,1.5,0.125,365,1.0,,,M Restaurants Group,M Restaurants Group,,,(919) 729-5662,Cary Fenton Main development; upscale sushi expansion; sister to Durham location; open daily,m-restaurants.com confirms 4 Fenton Main St Cary; Mon-Sun hours; default 80 seats
ORO Restaurant & Lounge,Restaurant,"18 E Martin St, Raleigh, NC 27601",https://ororaleigh.com,,120,,,,,,1.5,0.125,260,1.0,,,Independent,Independent,,,(919) 239-4010,downtown Raleigh Fayetteville Street corridor; upscale dining + lounge; PNC building; dinner Tue-Sat,ororaleigh.com confirms 18 E Martin St; dinner Tue-Sat ~260 op_days; default 120 seats
The Fiction Kitchen,Restaurant,"428 S Dawson St, Raleigh, NC 27601",https://thefictionkitchen.com,,80,,,,,,1.5,0.1,260,1.0,,,Independent,Independent,,,(919) 831-4177,downtown Raleigh; vegetarian fine-casual; intimate; chef-driven; dinner Tue-Sat,visitraleigh.com 428 S Dawson St; vegetarian fine dining; default 80 seats small chef-driven
Counting House,Restaurant,"111 N Corcoran St, Durham, NC 27701",https://21cmuseumhotels.com/durham/dine/,,150,,,,,,1.75,0.1,365,1.0,,,21c Museum Hotels (MGallery/Accor),Accor,,,(919) 956-6700,downtown Durham; hotel restaurant at 21c Museum Hotel; upscale American; full-service; strong valet hotel capture,21cmuseumhotels.com/durham/dine/ confirms restaurant at 21c; default 150 hotel restaurant seats; Accor managed
Lenovo Center (formerly PNC Arena),Venue,"1400 Edwards Mill Rd, Raleigh, NC 27607",https://www.lenovocenter.com,,,,20000,,,,,0.05,120,1.1,laz,,Centennial Authority,Centennial Authority,,,(919) 861-2300,west Raleigh near NC State; home Carolina Hurricanes + NC State basketball; 20000 capacity; major parking demand,lenovocenter.com confirms capacity up to 20000; Wikipedia 770k sqft; LAZ probable arena parking operator; op_days ~120
Carter-Finley Stadium,Venue,"1081 Carter Finley Way, Raleigh, NC 27607",https://gopack.com/facilities/carter-finley-stadium/3,,,,56919,,,,,0.05,12,1.25,,sp_plus,NC State Athletics,NC State University,,,(919) 515-2106,near Lenovo Center; NC State football; 56919 capacity; 7-8 home games + events; peak parking demand,gopack.com 56919 capacity; NC Sports Commission confirms; op_days ~12 home games + events; sp_plus probable
Red Hat Amphitheater,Venue,"500 S McDowell St, Raleigh, NC 27601",https://www.redhatamphitheater.com,,,,6500,,,,,0.05,40,1.2,,sp_plus,Live Nation/City of Raleigh,City of Raleigh,,,(919) 996-8500,downtown Raleigh; outdoor amphitheater; spring-fall season ~40 events; near convention center,visitraleigh.com 500 S McDowell St; ~6500 seated + lawn; seasonal outdoor; convention center expansion pending
Coastal Credit Union Music Park at Walnut Creek,Venue,"3801 Rock Quarry Rd, Raleigh, NC 27610",https://www.livenation.com/venue/KovZpZAEkdIA/coastal-credit-union-music-park-events,,,,20000,,,,,0.05,45,1.2,,sp_plus,Live Nation,Live Nation,,,(919) 831-6400,south Raleigh; major outdoor amphitheater; 6847 covered + 13653 lawn; Live Nation operated; summer concert season,visitraleigh.com 3801 Rock Quarry Rd; city of Raleigh 20000 capacity; ~45 summer events; sp_plus probable
Raleigh Convention Center,Venue,"500 S Salisbury St, Raleigh, NC 27601",https://www.raleighconvention.com,,,,10000,,,,,0.05,200,1.0,,sp_plus,Raleigh Convention Center Inc,City of Raleigh,,,(919) 996-8500,downtown Raleigh; connected to Marriott City Center; 500k sqft; 150k exhibit hall; $425M expansion planned,raleighconvention.com + Wikipedia; 10000 theater capacity; 20 meeting rooms + 32k sqft ballroom; op_days ~200
Martin Marietta Center for the Performing Arts,Venue,"2 E South St, Raleigh, NC 27601",https://www.martinmariettacenter.com,,,,2354,,,,,0.05,200,1.1,,,City of Raleigh,City of Raleigh,,,(919) 996-8700,downtown Raleigh; formerly Duke Energy Center; Memorial Auditorium 2354 + Meymandi 1587 + Fletcher Opera 600 + Kennedy 144,martinmariettacenter.com venue list confirms 4 halls; largest hall Raleigh Memorial Auditorium 2354 seats
Durham Performing Arts Center (DPAC),Venue,"123 Vivian St, Durham, NC 27701",https://www.dpacnc.com,,,,2700,,,,,0.05,200,1.1,,,Nederlander Organization / Professional Facilities Management,Durham Bulls Athletic Park LLC,,,,downtown Durham American Tobacco District; 2700-seat intimate venue; top-5 busiest theatres US by ticket sales; Broadway touring,dpacnc.com 123 Vivian St; Wikipedia 2712 seats; Nederlander manages; consistently top US performing arts venue
Carolina Theatre Durham,Venue,"309 W Morgan St, Durham, NC 27701",https://www.carolinatheatre.org,,,,1055,,,,,0.05,150,1.0,,,City of Durham,City of Durham,,,(919) 560-3030,downtown Durham; historic 1926 venue; Fletcher Hall 1055 seats; cinema wing + Connie Moses Ballroom; total 1700,carolinatheatre.org technical packet confirms 1055 Fletcher Hall; Durham Sports Commission confirms address
Durham Bulls Athletic Park,Venue,"409 Blackwell St, Durham, NC 27701",https://www.milb.com/durham,,,,10000,,,,,0.05,72,1.0,,,Mandalay Sports Entertainment,Durham Bulls Athletic Park LLC,,,,downtown Durham; Triple-A baseball; 10000 seats; near DPAC and American Tobacco; ~72 home games,MiLB.com + Durham Sports Commission confirms 10000 seats; op_days ~72 home game schedule
American Tobacco Campus,Venue,"300 Blackwell St, Durham, NC 27701",https://americantobacco.co,,,,10000,,,,,0.05,80,1.0,,,Capitol Broadcasting Company,Capitol Broadcasting Company,,,(919) 687-6551,downtown Durham; historic mixed-use district; outdoor amphitheatre + 7 event spaces; 10000 campus capacity; active entertainment district,Eventective 300 Blackwell St 10000 campus capacity; 7 event spaces; op_days ~80; Capitol Broadcasting Company
Booth Amphitheatre,Venue,"8003 Regency Pkwy, Cary, NC 27518",https://www.boothamphitheater.com,,,,7000,,,,,0.05,50,1.2,,sp_plus,Cary Arts Management,Town of Cary,,,(919) 462-2061,Cary Symphony Lake Park; outdoor amphitheatre; summer concert season; family and live music events,visitraleigh.com / Cary town site confirms 8003 Regency Pkwy; 7000 capacity; summer season ~50 events
Dorton Arena,Venue,"1025 Blue Ridge Rd, Raleigh, NC 27607",https://www.ncagr.gov/divisions/ncstatefair/bookyourevent/dortonarena,,,,7610,,,,,0.05,50,1.0,,,NC Department of Agriculture,State of North Carolina,,,(919) 821-7400,west Raleigh NC State Fairgrounds; historic parabolic arena; multi-use 7610 seats; concerts + NC State Fair,visitraleigh.com 1025 Blue Ridge Rd; Wikipedia 7610 seats; op_days ~50 includes State Fair 10-day run
WakeMed Raleigh Campus,Hospital,"3000 New Bern Ave, Raleigh, NC 27610",https://www.wakemed.org/location/raleigh-campus,,,587,,10,,,,0.05,365,1.0,,sp_plus,WakeMed Health & Hospitals,WakeMed Health & Hospitals,,,(919) 350-8000,east Raleigh; flagship Level 1 trauma center; NICU; 587 licensed beds; major visitor/patient parking,wakemed.org by-the-numbers FY2024 confirms 587 licensed beds Raleigh Campus; address confirmed
