name,type,address,url,rooms,seats,beds,capacity,self_park_rate,valet_rate,occupancy,turnover,valet_conv,op_days,peak_mod,valet_operator,garage_operator,management,ownership_group,gm,email,phone,location_notes,sourcing_notes
Marriott Harbor Beach Resort & Spa,Hotel,"3030 Holiday Drive, Fort Lauderdale, FL 33316",https://www.marriott.com/en-us/hotels/fllsb-fort-lauderdale-marriott-harbor-beach-resort-and-spa/overview/,650,,,,,37,0.65,,0.40,365,1.10,,towne_park,Marriott International,Marriott International,,,+1 954-525-4000,16-acre oceanfront resort; private beach; Sea Level + 3030 Ocean restaurants; harbor beach enclave,travelweekly.com 650 rooms; tripadvisor 650 rooms; valet ~$37/night per reviews; peak_mod 1.10
Bahia Mar Fort Lauderdale Beach (DoubleTree),Hotel,"801 Seabreeze Blvd, Fort Lauderdale, FL 33316",https://www.hilton.com/en/hotels/fllbmdt-bahia-mar-fort-lauderdale-beach/,296,,,, 50,55,0.65,,0.40,365,1.10,,usa_parking,Hilton Hotels & Resorts,Carey Watermark Investors,,,+1 954-764-2233,marina-adjacent beachfront; International Boat Show anchor; Fort Lauderdale beachside,tripadvisor 296 rooms; hilton.com self-park $50 valet $55/night; peak_mod 1.10
Hyatt Centric Las Olas Fort Lauderdale,Hotel,"100 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.hyatt.com/hyatt-centric/en-US/fllct-hyatt-centric-las-olas-fort-lauderdale/,238,,,,,33,0.65,,0.45,365,1.05,,towne_park,Hyatt Hotels Corporation,Hyatt,,,+1 954-523-6000,boutique downtown Las Olas; rooftop pool; lifestyle hotel; event-adjacent,hyatt.com 238 rooms confirmed; tripadvisor valet $33/night; occupancy 0.65 lifestyle
Riverside Hotel,Hotel,"620 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.riversidehotel.com/,231,,,,26,36,0.60,,0.40,365,1.05,,independent,The Las Olas Company,The Las Olas Company,,,+1 954-467-0671,historic downtown Las Olas landmark 1936; Wild Sea restaurant; New River views,classicvacations.com 231 rooms; self-park $26 valet $36/night; Las Olas Company ownership confirmed
The Dalmar Fort Lauderdale,Hotel,"299 N Federal Highway, Fort Lauderdale, FL 33301",https://www.thedalmar.com/,209,,,,,40,0.65,,0.45,365,1.05,,independent,Wurzak Hotel Group,Wurzak Hotel Group,,,+1 954-945-9500,lifestyle boutique downtown Flagler Village; Tribute Portfolio Marriott; rooftop bar; valet-only,sleepermagazine.com 209 rooms; marriott.com valet $40/night; Wurzak Hotel Group developer/owner
Hilton Fort Lauderdale Marina,Hotel,"1881 SE 17th St, Fort Lauderdale, FL 33316",https://www.hilton.com/en/hotels/fllgrhh-hilton-fort-lauderdale-marina/,595,,,, 25,30,0.60,,0.40,365,1.05,,usa_parking,Hilton Hotels & Resorts,Carey Diversified,,,+1 954-463-4000,marina/17th St corridor; 595 rooms; beach shuttle; near Port Everglades and convention center,travelweekly.com 595 rooms; tripadvisor valet $30 self $25/night; usa_parking common SE Broward
Embassy Suites Fort Lauderdale 17th Street,Hotel,"1100 SE 17th St, Fort Lauderdale, FL 33316",https://www.hilton.com/en/hotels/fllsoes-embassy-suites-fort-lauderdale-17th-street/,361,,,, 36,41,0.55,,0.30,365,1.05,,usa_parking,Hilton Hotels & Resorts,Apple Hospitality REIT,,,+1 954-527-2700,17th St corridor; near convention center and Port Everglades; all-suite select-service,expedia.com 361 rooms; hilton.com self $36 valet $41/day; select-service occupancy 0.55 default
Hyatt Place Fort Lauderdale Cruise Port,Hotel,"1851 SE 10th Ave, Fort Lauderdale, FL 33316",https://www.hyatt.com/hyatt-place/en-US/fllza-hyatt-place-fort-lauderdale-cruise-port-and-convention-center,126,,,,,n/a,0.55,,0.30,365,1.05,,,Hyatt Hotels Corporation,,,,+1 954-468-1900,near Port Everglades and convention center; select-service; cruise-port traffic,travelweekly.com 126 rooms; valet rate n/a self-park primary; select-service 0.55 default
Margaritaville Hollywood Beach Resort,Hotel,"1111 N Ocean Drive, Hollywood, FL 33019",https://www.margaritavillehollywoodbeachresort.com/,369,,,, 53,60,0.65,,0.40,365,1.10,,independent,Margaritaville Hospitality Group,Margaritaville Holdings,,,+1 954-874-4444,Hollywood Beach; entertainment destination; beachfront; peak_mod 1.10,margaritavillehollywoodbeachresort.com 369 rooms + valet $60+tax overnight self $53; peak_mod 1.10
Diplomat Beach Resort Hollywood (Signia by Hilton),Hotel,"3555 S Ocean Drive, Hollywood, FL 33019",https://www.hilton.com/en/hotels/flldhsa-signia-diplomat-beach-resort/,1000,,,, 55,75,0.65,,0.40,365,1.10,,usa_parking,Hilton Hotels & Resorts,Related Companies,,,+1 954-602-6000,largest hotel Broward County; 1000 rooms; Hollywood beachfront; convention center on-site,diplomat factsheet 1000 rooms; diplomatresort.com self $45-55 valet $45-75 dynamic; peak_mod 1.10
Seminole Hard Rock Hotel & Casino Hollywood,Hotel,"1 Seminole Way, Hollywood, FL 33314",https://casino.hardrock.com/hollywood,1271,,,, 0,35,0.75,,0.55,365,1.05,,independent,Seminole Gaming,Seminole Tribe of Florida,,,+1 954-327-7625,guitar tower casino resort; 1271 rooms; free self-park; valet $35 overnight; 24/7 gaming,travelweekly.com 1271 rooms; hardrock.com valet $35 overnight free self-park; valet_conv 0.55 casino
DoubleTree by Hilton Sunrise Sawgrass Mills,Hotel,"13400 W Sunrise Blvd, Sunrise, FL 33323",https://www.hilton.com/en/hotels/fllsmdt-doubletree-sunrise-sawgrass-mills/,252,,,, 0,n/a,0.55,,0.30,365,1.00,,,Hilton Hotels & Resorts,,,,+1 954-851-1020,Sawgrass/Amerant Bank Arena corridor; free self-park; near mall and arena,tripadvisor 252 rooms confirmed; free parking no valet; select-service occupancy 0.55 default
Fort Lauderdale Marriott Coral Springs Hotel & Conv Center,Hotel,"11775 Heron Bay Blvd, Coral Springs, FL 33076",https://www.marriott.com/en-us/hotels/fllmc-fort-lauderdale-marriott-coral-springs-hotel-and-convention-center/overview/,224,,,,,n/a,0.55,,0.30,365,1.00,,,Marriott International,Marriott International,,,+1 954-753-5598,suburban Coral Springs convention hotel; 24538 sq ft event space,travelweekly.com 224 rooms; valet not confirmed default $25-35 estimate; select-service occupancy 0.55
Renaissance Fort Lauderdale West Hotel,Hotel,"1230 S Pine Island Rd, Plantation, FL 33324",https://www.marriott.com/en-us/hotels/fllrp-renaissance-fort-lauderdale-west-hotel/overview/,259,,,, 15,n/a,0.55,,0.30,365,1.00,,,Marriott International,,,,+1 954-472-2252,Plantation suburban corridor; self-park $15; near Sawgrass Mills; full-service,travelweekly.com 259 rooms; marriott.com self-park $15/day; valet not confirmed
Greater Fort Lauderdale/Broward County Convention Center,Venue,"1950 Eisenhower Blvd, Fort Lauderdale, FL 33316",https://www.ftlauderdalecc.com/,,,,600000,,n/a,,,,130,1.10,laz,laz,laz,ASM Global,Broward County,,+1 954-765-5900,600k sq ft total; 1500 parking spaces on-site; near Port Everglades; expansion underway,ftlauderdalecc.com 1500 parking spaces; ASM Global operator; op_days est 130 major events
Broward Center for the Performing Arts,Venue,"201 SW 5th Ave, Fort Lauderdale, FL 33312",https://www.browardcenter.org/,,,,2658,,n/a,,,,250,1.05,laz,laz,laz,Broward Center (PACA),Broward County,,+1 954-462-0222,Auer Hall 2658 seats main; Amaturo 590; Parker 1147; Riverwalk district; 700+ annual performances,wikipedia 2658 main hall; browardcenter.org 1000+ performances/year; op_days est 250
Parker Playhouse (The Parker),Venue,"707 NE 8th St, Fort Lauderdale, FL 33304",https://www.parkerplayhouse.com/,,,,1147,,n/a,,,,200,1.05,,laz,laz,Broward Center (PACA),Broward County,,+1 954-462-0222,historic 1147-seat theater managed by Broward Center; concerts theater comedy dance,parkerplayhouse.com 1147 seats; tech-specs confirm; op_days est 200
Amerant Bank Arena,Venue,"1 Panther Pkwy, Sunrise, FL 33323",https://www.amerantbankarena.com/,,,,19250,,n/a,,,,120,1.05,laz,laz,laz,Sunrise Sports & Entertainment / ASM,Broward County / BSE,,+1 954-835-7000,Florida Panthers NHL arena; 19250 hockey 23000 concerts; Sunrise suburb,wikipedia 19250 hockey 23000 concerts; amerantbankarena.com; op_days ~120 NHL + concerts
Hard Rock Live Hollywood,Venue,"1 Seminole Way, Hollywood, FL 33314",https://casino.hardrock.com/hollywood/entertainment/hard-rock-live,,,,7000,,n/a,,,,80,1.05,,independent,independent,Seminole Gaming,Seminole Tribe of Florida,,+1 954-797-5531,7000-cap indoor venue inside Hard Rock Casino campus; free self-park; valet $40 event nights,hardrock.com 7000 capacity; valet $40 on event nights; op_days est 80 major events
Inter Miami CF Stadium (Chase Stadium),Venue,"1350 NW 55th St, Fort Lauderdale, FL 33309",https://www.intermiamicf.com/,,,,21550,,n/a,,,,30,1.00,,independent,independent,Inter Miami CF,Inter Miami CF / David Beckham,,+1 305-428-3100,MLS soccer stadium; 21550 cap; Fort Lauderdale site; MLS Next Pro + interim MLS,stadiumdb.com 21550 cap; wikipedia confirms 2020 opening; op_days est 30 home match days
Holman Stadium,Venue,"5601 NE 38th Ave, Fort Lauderdale, FL 33308",https://www.mlb.com/robinson-training-complex,,,,6478,,n/a,,,,25,1.00,,independent,independent,MLB (Jackie Robinson Training Complex),MLB / Rawlings,,+1 561-965-4900,spring training + event venue; 6478 seats; seasonal use; limited valet demand,mlb.com 6478 seats confirmed; seasonal spring training; op_days est 25
Broward Health Medical Center,Hospital,"1600 S Andrews Ave, Fort Lauderdale, FL 33316",https://www.browardhealth.org/locations/broward-health-medical-center,,,716,,n/a,n/a,,,,365,1.00,towne_park,,Broward Health,Broward Health,,,+1 954-355-4400,Level II trauma center; flagship Broward Health system; near Port Everglades,browardhealthfoundation.org 716 beds; yelp confirms 1600 S Andrews Ave; valet assumed towne_park FL health system
Holy Cross Health,Hospital,"4725 N Federal Highway, Fort Lauderdale, FL 33308",https://www.holy-cross.com/,,,557,,n/a,10,,,,365,1.00,,independent,Trinity Health,Trinity Health,,,+1 954-771-8000,Catholic hospital; 557-bed per holy-cross.com; valet $4/hr max $10/day,holy-cross.com 557 beds; ahd.com 334 staffed beds; valet_rate $10/day per holycrosshealth.org
Memorial Regional Hospital Hollywood,Hospital,"3501 Johnson Street, Hollywood, FL 33021",http://www.mhs.net/locations/memorial-regional,,,981,,n/a,0,,,,365,1.00,,independent,Memorial Healthcare System,Broward County,,,+1 954-987-2000,981 staffed beds; largest Memorial system; free valet; Level II trauma; Hollywood,ahd.com 981 staffed beds; memorial hospital pdf confirms free valet at main entrance
Broward Health Imperial Point,Hospital,"6401 N Federal Highway, Fort Lauderdale, FL 33308",https://www.browardhealth.org/locations/broward-health-imperial-point,,,204,,n/a,n/a,,,,365,1.00,,independent,Broward Health,Broward Health,,,+1 954-776-8500,boutique 204-bed community hospital; North Fort Lauderdale,youtube 204-bed boutique hospital confirmed; leapfroggroup.org address confirmed
Steak 954,Restaurant,"401 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304",https://steak954.com/,,200,,,n/a,20,,1.5,0.125,365,1.10,,towne_park,Stephen Starr Restaurants,W Hotel / Stephen Starr,,,+1 954-414-8333,inside W Fort Lauderdale; steakhouse; uses W hotel valet; high-demand beachfront,steak954.com inside W hotel; yelp confirms W hotel valet shared; seats est 200 fine-dining default
YOLO Restaurant,Restaurant,"333 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://yolorestaurant.com/,,250,,,n/a,18,,1.75,0.125,365,1.05,,independent,The Las Olas Company,The Las Olas Company,,,+1 954-523-1000,premier Las Olas dining; valet and parking available; strong weeknight and weekend demand,tripadvisor 333 E Las Olas; valet parking confirmed; seats est 250 upscale-casual
Eddie V's Prime Seafood,Restaurant,"100 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.eddiev.com/,,200,,,n/a,17,,1.5,0.125,365,1.05,,independent,Darden Restaurants,Darden Restaurants,,,+1 954-468-8000,upscale seafood Las Olas; complimentary valet per Eddie V's national policy,eddiev.com complimentary valet at most locations; seats est 200 fine-dining default; Darden parent
The Capital Grille Fort Lauderdale,Restaurant,"2430 E Sunrise Blvd, Fort Lauderdale, FL 33304",https://www.thecapitalgrille.com/locations/fl/fort-lauderdale/ft-lauderdale/8019,,250,,,n/a,18,,1.5,0.125,365,1.05,,independent,Darden Restaurants,Darden Restaurants,,,+1 954-446-2000,Galleria Mall area steakhouse; valet + validated parking; near Galleria Mall,tripadvisor 2430 E Sunrise Blvd; valet confirmed; seats est 250 fine-dining steakhouse default
Lobster Bar Sea Grille,Restaurant,"450 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://lobsterbarseagrille.com/,,180,,,n/a,18,,1.5,0.125,365,1.05,,independent,Buckhead Life Restaurant Group,Buckhead Life Restaurant Group,,,+1 954-772-2675,Buckhead Life upscale seafood Las Olas; valet at front door; strong demand,opentable.ca confirms valet at front door; 450 E Las Olas; seats est 180 fine-dining
Big City Tavern,Restaurant,"609 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.bigcitylasolas.com/,,200,,,n/a,15,,1.75,0.125,365,1.05,,independent,Independent,Independent,,,+1 954-727-0307,Las Olas upscale-casual; local favorite; valet available,tripadvisor 609 E Las Olas; seats est 200 upscale-casual default
Council Oak Steaks & Seafood,Restaurant,"1 Seminole Way, Hollywood, FL 33314",https://casino.hardrock.com/hollywood/dining/fine-dining/council-oak-steaks-and-seafood,,180,,,n/a,0,,1.5,0.125,365,1.05,,independent,Seminole Gaming,Seminole Tribe of Florida,,,+1 954-327-7625,fine dining inside Seminole Hard Rock Casino; free campus self-park; valet_rate 0 casino,hardrock.com; yelp confirms valet $30 available; free self-park on casino campus; valet_rate 0 comp
American Social Fort Lauderdale,Restaurant,"721 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://americansocialbar.com/,,200,,,n/a,15,,1.75,0.10,365,1.05,,independent,American Social Bar & Kitchen,American Social,,,+1 954-335-7207,Las Olas sports bar upscale-casual; valet + meters; private event space,americansocialbar.com 721 E Las Olas; valet confirmed; seats est 200; private Capitol Room 116 seated
Coyo Taco Fort Lauderdale,Restaurant,"625 SE 1st Ave, Fort Lauderdale, FL 33301",https://www.coyo-taco.com/restaurants/fort-lauderdale,,150,,,n/a,n/a,,1.75,0.10,365,1.00,,independent,Coyo Taco,Coyo Taco,,,+1 800-659-5313,downtown Las Olas adjacent; upscale-casual Mexican,tripadvisor 625 SE 1st Ave; coyo-taco.com; seats est 150
Burlock Coast Seafare & Spirits,Restaurant,"1 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304",https://www.burlockcoast.com/,,120,,,n/a,18,,1.5,0.125,365,1.10,,towne_park,Marriott International,Ritz-Carlton Hotel Co,,,+1 954-302-6460,inside Ritz-Carlton Fort Lauderdale; fine-dining seafood; uses hotel valet; beachfront,burlockcoast.com confirms valet; inside Ritz-Carlton; seats est 120; peak_mod 1.10
Steelpan Kitchen & Bar,Restaurant,"999 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304",https://ftlauderdalebeach.sonesta.com/,,150,,,n/a,18,,1.5,0.10,365,1.10,,usa_parking,Sonesta International Hotels,Sonesta International Hotels,,,+1 954-302-5252,inside Sonesta Fort Lauderdale Beach; Caribbean-American fusion; uses hotel valet; beachfront,tripadvisor inside Sonesta; seats est 150; peak_mod 1.10
Louie Bossi's Ristorante,Restaurant,"1032 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.louiebossi.com/fortlauderdale,,200,,,n/a,15,,1.75,0.125,365,1.05,,independent,Genuine Hospitality Group,Genuine Hospitality Group,,,+1 954-356-6699,Las Olas Italian steakhouse-pizzeria; valet available daily behind restaurant,louiebossi.com valet available daily; yelp confirms valet behind restaurant; seats est 200
Wild Sea Las Olas,Restaurant,"620 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.wildsealasolas.com/,,150,,,n/a,15,,1.5,0.125,365,1.05,,independent,The Las Olas Company,The Las Olas Company,,,+1 954-467-2555,inside Riverside Hotel; seafood bistro; uses hotel valet + street; Las Olas Company,tripadvisor 620 E Las Olas inside Riverside Hotel; valet confirmed; seats est 150
Boatyard Restaurant,Restaurant,"1555 SE 17th St, Fort Lauderdale, FL 33316",https://boatyard.restaurant/,,250,,,7,7,,1.5,0.125,365,1.05,,independent,Holyfield Brothers,Holyfield Brothers,,,+1 954-525-7400,waterfront restaurant 17th St; self-park free + valet $7/2hr; boat slips; marina district,boatyard.restaurant self-park free valet $7/2hr confirmed; seats est 250; valet_rate 7 (hourly)
Sea Level Restaurant & Ocean Bar,Restaurant,"3030 Holiday Drive, Fort Lauderdale, FL 33316",https://www.marriott.com/en-us/dining/restaurant-bar/fllsb-fort-lauderdale-marriott-harbor-beach-resort-and-spa/5152470-sea-level-restaurant-and-ocean-bar.mi,,200,,,n/a,37,,1.5,0.10,365,1.10,,towne_park,Marriott International,Marriott International,,,+1 954-765-3041,inside Marriott Harbor Beach Resort; oceanfront casual; uses resort valet; beachfront,tripadvisor inside Marriott Harbor Beach; valet shared; seats est 200; peak_mod 1.10
OCEAN2000 at Pelican Grand,Restaurant,"2000 N Ocean Blvd, Fort Lauderdale, FL 33305",https://www.pelicanbeach.com/ocean2000/,,150,,,n/a,33,,1.5,0.125,365,1.10,,independent,Noble House Hotels & Resorts,Jefast Hotels LLC,,,+1 954-556-7667,signature restaurant at Pelican Grand; oceanfront; valet from hotel; fine-dining coastal,pelicanbeach.com restaurant; valet shared with resort $60; seats est 150; peak_mod 1.10
Casa Sensei,Restaurant,"1200 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://casasensei.com/,,180,,,n/a,15,,1.5,0.125,365,1.05,,independent,Independent,Independent,,,+1 954-764-3600,Pan-Asian Latin fusion Las Olas; upscale; waterway location,casasensei.com; opentable.com confirms location; seats est 180; valet generally available Las Olas
3030 Ocean Restaurant,Restaurant,"3030 Holiday Drive, Fort Lauderdale, FL 33316",https://www.3030ocean.com,,150,,,n/a,37,,1.5,0.125,365,1.10,,towne_park,Marriott International,Marriott International,,,+1 954-765-3030,fine dining inside Marriott Harbor Beach; seafood; uses resort valet; beachfront corridor,tripadvisor inside Marriott Harbor Beach; valet shared with resort; seats est 150; peak_mod 1.10
Valentino's Cucina Italiana,Restaurant,"620 S Federal Hwy, Fort Lauderdale, FL 33301",https://www.valentinocucinaitaliana.com,,100,,,n/a,4,,1.5,0.125,365,1.05,,independent,SFL Hospitality Group,SFL Hospitality Group,,,+1 954-451-1200,upscale Italian Fort Lauderdale; valet available $4 per reviews; now rebranded Val+tino,yelp valet $4; luxuryguideusa.com confirms new Val+tino location at 620 S Federal; seats est 100
Shooters Waterfront Restaurant,Restaurant,"3033 NE 32nd Ave, Fort Lauderdale, FL 33308",https://www.shooterswaterfront.com,,300,,,n/a,15,,1.75,0.10,365,1.05,,independent,Independent,Independent,,,+1 954-566-2855,Intracoastal waterfront dining; valet available per tripadvisor reviews; large venue,tripadvisor 3033 NE 32nd Ave; valet parking confirmed in reviews; seats est 300 large waterfront
Catch & Cut Las Olas,Restaurant,"1309 E Las Olas Blvd, Fort Lauderdale, FL 33301",https://www.catchandcutlasolas.com/,,287,,,n/a,18,,1.5,0.125,365,1.05,,independent,Independent,Independent,,,+1 954-600-0000,upscale seafood + steak two-story Las Olas; 9618 sq ft 287 guests; opened 2025; André Bienvenu chef,luxuryguideusa.com 287 guests; 1309 E Las Olas; upscale chef-driven new opening
Westin Fort Lauderdale (airport/convention),Hotel,"400 Corporate Dr, Fort Lauderdale, FL 33334",https://www.marriott.com/en-us/hotels/fllwf-the-westin-fort-lauderdale/overview/,293,,,,,n/a,0.60,,0.30,365,1.00,,,Marriott International,,,,+1 954-772-1331,north Fort Lauderdale convention corridor; select-service convention hotel; free or low-cost parking,travelweekly 293 rooms estimate; valet not prominently advertised at this property; default occupancy 0.60
Sheraton Suites Fort Lauderdale at Cypress Creek,Hotel,"555 NW 62nd St, Fort Lauderdale, FL 33309",https://www.marriott.com/en-us/hotels/fllas-sheraton-suites-fort-lauderdale-at-cypress-creek/overview/,253,,,,n/a,n/a,0.55,,0.30,365,1.00,,,Marriott International,,,,+1 954-772-5400,Cypress Creek business corridor; all-suite Sheraton; suburban market,hotels.com listing; valet not confirmed; select-service default occupancy 0.55
AC Hotel Fort Lauderdale Sawgrass Mills/Sunrise,Hotel,"1870 Sawgrass Mills Circle, Sunrise, FL 33323",https://www.marriott.com/en-us/hotels/fllac-ac-hotel-fort-lauderdale-sawgrass-mills-sunrise/overview/,140,,,,n/a,n/a,0.55,,0.30,365,1.00,,,Marriott International,,,,+1 954-838-9500,Sawgrass Mills area near Amerant Bank Arena; select-service lifestyle,tripadvisor near Sawgrass Mills; rooms est 140; select-service default occupancy 0.55
Courtyard Fort Lauderdale Airport & Cruise Port,Hotel,"400 Gulf Stream Blvd, Dania Beach, FL 33004",https://www.marriott.com/en-us/hotels/fllcy-courtyard-fort-lauderdale-airport-and-cruise-port/overview/,200,,,,n/a,n/a,0.60,,0.30,365,1.00,,,Marriott International,,,,+1 954-924-3300,FLL airport + Port Everglades corridor; select-service transient,marriott.com; rooms est 200; valet n/a; select-service occupancy 0.60 airport hotel
Hampton Inn Ft Lauderdale Airport North Cruise Port,Hotel,"2301 SW 43rd Terrace, Fort Lauderdale, FL 33317",https://www.hilton.com/en/hotels/,128,,,,n/a,n/a,0.60,,0.25,365,1.00,,,Hilton Hotels & Resorts,,,,+1 954-966-9988,airport/cruise port corridor select-service; free shuttle; high transient demand,hilton.com; rooms est 128; limited valet; select-service default
Residence Inn Fort Lauderdale Pompano Beach Oceanfront,Hotel,"1350 N Ocean Blvd, Pompano Beach, FL 33062",https://www.marriott.com/en-us/hotels/,208,,,, 30,n/a,0.65,,0.30,365,1.05,,,Marriott International,,,,+1 954-782-2555,oceanfront extended-stay Pompano Beach; high leisure demand beachfront,hotels.com listing; Pompano Beach oceanfront; rooms est 208; valet n/a self-park $30 estimated; peak_mod 1.05 coastal
Hyatt Place Fort Lauderdale Plantation,Hotel,"8530 W Broward Blvd, Plantation, FL 33324",https://www.hyatt.com,152,152,,,,n/a,n/a,0.55,0.25,365,1.00,,,,Hyatt Hotels Corporation,,,+1 954-583-2900,Plantation suburban corridor near Sawgrass Mills; select-service,tripadvisor listing; rooms est 152; select-service default occupancy 0.55
Marriott's BeachPlace Towers,Hotel,"21 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316",https://www.marriott.com/en-us/hotels/fllbp-marriotts-beachplace-towers/overview/,220,,,, 30,n/a,0.65,,0.30,365,1.10,,,Marriott International,,,,+1 954-760-8700,timeshare-hotel beachfront; leisure destination A1A; high beachfront peak,hotelplanner.com confirms 21 S FTL Beach Blvd; rooms est 220; self-park $30 estimate; peak_mod 1.10
